GO_ID,n_genes,n_edges,density,n_components,largest_component,avg_degree,clustering,is_clique
GO_0042784_P_symbiont-mediated_suppression_of_host_complement_activation,2,1,1.0,1,2,1.0,0.0,True
GO_0044718_P_siderophore_transmembrane_transport,2,1,1.0,1,2,1.0,0.0,True
GO_0016287_F_glycerone-phosphate_O-acyltransferase_activity,2,1,1.0,1,2,1.0,0.0,True
GO_0048188_C_Set1C_COMPASS_complex,5,10,1.0,1,5,4.0,1.0,True
GO_0045991_P_carbon_catabolite_activation_of_transcription,2,1,1.0,1,2,1.0,0.0,True
GO_0016618_F_hydroxypyruvate_reductase_NAD_P_H_activity,2,1,1.0,1,2,1.0,0.0,True
GO_0046975_F_histone_H3K36_methyltransferase_activity,2,1,1.0,1,2,1.0,0.0,True
GO_0032160_C_septin_filament_array,4,6,1.0,1,4,3.0,1.0,True
GO_0031934_C_mating-type_region_heterochromatin,2,1,1.0,1,2,1.0,0.0,True
GO_0015662_F_P-type_ion_transporter_activity,2,1,1.0,1,2,1.0,0.0,True
GO_0000086_P_G2_M_transition_of_mitotic_cell_cycle,11,20,0.36363636363636365,1,11,3.6363636363636362,0.6597402597402596,False
GO_0046487_P_glyoxylate_metabolic_process,3,3,1.0,1,3,2.0,1.0,True
GO_1900442_P_positive_regulation_of_filamentous_growth_of_a_population_of_unicellular_organisms_in_response_to_neutral_pH,15,17,0.1619047619047619,2,13,2.2666666666666666,0.2688888888888889,False
GO_0004674_F_protein_serine_threonine_kinase_activity,61,210,0.11475409836065574,2,53,6.885245901639344,0.3555484106593075,False
GO_0070681_P_glutaminyl-tRNAGln_biosynthesis_via_transamidation,2,1,1.0,1,2,1.0,0.0,True
GO_0005721_C_pericentric_heterochromatin,2,1,1.0,1,2,1.0,0.0,True
GO_0006784_P_heme_A_biosynthetic_process,2,1,1.0,1,2,1.0,0.0,True
GO_0006829_P_zinc_ion_transport,3,3,1.0,1,3,2.0,1.0,True
GO_0030437_P_ascospore_formation,4,2,0.3333333333333333,2,2,1.0,0.0,False
GO_0003333_P_amino_acid_transmembrane_transport,10,7,0.15555555555555556,3,6,1.4,0.0,False
GO_0030150_P_protein_import_into_mitochondrial_matrix,17,95,0.6985294117647058,1,17,11.176470588235293,0.8041680541680543,False
GO_0070689_P_L-threonine_catabolic_process_to_propionate,2,1,1.0,1,2,1.0,0.0,True
GO_0140281_P_positive_regulation_of_mitotic_division_septum_assembly,2,1,1.0,1,2,1.0,0.0,True
GO_0008195_F_phosphatidate_phosphatase_activity,4,6,1.0,1,4,3.0,1.0,True
GO_0010314_F_phosphatidylinositol-5-phosphate_binding,4,6,1.0,1,4,3.0,1.0,True
GO_0009295_C_nucleoid,5,4,0.4,2,3,1.6,0.6,False
GO_0015244_F_fluconazole_transmembrane_transporter_activity,2,1,1.0,1,2,1.0,0.0,True
GO_0009381_F_excinuclease_ABC_activity,3,3,1.0,1,3,2.0,1.0,True
GO_0006094_P_gluconeogenesis,26,69,0.2123076923076923,5,11,5.3076923076923075,0.7187423687423687,False
GO_0001530_F_lipopolysaccharide_binding,2,1,1.0,1,2,1.0,0.0,True
GO_0005856_C_cytoskeleton,3,2,0.6666666666666666,1,3,1.3333333333333333,0.0,False
GO_0003997_F_acyl-CoA_oxidase_activity,3,3,1.0,1,3,2.0,1.0,True
GO_0006119_P_oxidative_phosphorylation,2,1,1.0,1,2,1.0,0.0,True
GO_0008299_P_isoprenoid_biosynthetic_process,7,5,0.23809523809523808,3,3,1.4285714285714286,0.42857142857142855,False
GO_0019303_P_D-ribose_catabolic_process,2,1,1.0,1,2,1.0,0.0,True
GO_0006753_P_nucleoside_phosphate_metabolic_process,2,1,1.0,1,2,1.0,0.0,True
GO_0031390_C_Ctf18_RFC-like_complex,6,15,1.0,1,6,5.0,1.0,True
GO_0004518_F_nuclease_activity,2,1,1.0,1,2,1.0,0.0,True
GO_0003688_F_DNA_replication_origin_binding,16,71,0.5916666666666667,2,14,8.875,0.7765151515151516,False
GO_0140602_C_nucleolar_peripheral_inclusion_body,4,4,0.6666666666666666,1,4,2.0,0.5833333333333333,False
GO_0030388_P_fructose_1_6-bisphosphate_metabolic_process,8,9,0.32142857142857145,2,6,2.25,0.4125,False
GO_0004092_F_carnitine_O-acetyltransferase_activity,3,3,1.0,1,3,2.0,1.0,True
GO_0004016_F_adenylate_cyclase_activity,2,1,1.0,1,2,1.0,0.0,True
GO_0022877_F_protein-N_PI_-phosphohistidine-fructose_phosphotransferase_system_transporter_activity,3,2,0.6666666666666666,1,3,1.3333333333333333,0.0,False
GO_0070588_P_calcium_ion_transmembrane_transport,2,1,1.0,1,2,1.0,0.0,True
GO_0008270_F_zinc_ion_binding,278,729,0.018933589590421525,14,154,5.244604316546763,0.31696412119227724,False
GO_0000824_F_inositol-1_4_5_6-tetrakisphosphate_3-kinase_activity,2,1,1.0,1,2,1.0,0.0,True
GO_0019557_P_L-histidine_catabolic_process_to_glutamate_and_formate,4,6,1.0,1,4,3.0,1.0,True
GO_0034605_P_cellular_response_to_heat,46,82,0.07922705314009662,3,38,3.5652173913043477,0.3413906142167012,False
GO_0070987_P_error-free_translesion_synthesis,3,3,1.0,1,3,2.0,1.0,True
GO_0004781_F_sulfate_adenylyltransferase_ATP_activity,2,1,1.0,1,2,1.0,0.0,True
GO_0071281_P_cellular_response_to_iron_ion,2,1,1.0,1,2,1.0,0.0,True
GO_0006096_P_glycolytic_process,26,129,0.39692307692307693,2,14,9.923076923076923,0.9099936388397928,False
GO_0097367_F_carbohydrate_derivative_binding,12,10,0.15151515151515152,3,7,1.6666666666666667,0.25,False
GO_0071011_C_precatalytic_spliceosome,4,6,1.0,1,4,3.0,1.0,True
GO_0003954_F_NADH_dehydrogenase_activity,6,11,0.7333333333333333,1,6,3.6666666666666665,0.7666666666666666,False
GO_0004106_F_chorismate_mutase_activity,4,2,0.3333333333333333,2,2,1.0,0.0,False
GO_0030694_C_bacterial-type_flagellum_basal_body_rod,3,3,1.0,1,3,2.0,1.0,True
GO_0034045_C_phagophore_assembly_site_membrane,4,6,1.0,1,4,3.0,1.0,True
GO_0001402_P_signal_transduction_involved_in_filamentous_growth,3,3,1.0,1,3,2.0,1.0,True
GO_0051654_P_establishment_of_mitochondrion_localization,2,1,1.0,1,2,1.0,0.0,True
GO_0006730_P_one-carbon_metabolic_process,11,12,0.21818181818181817,3,5,2.1818181818181817,0.3181818181818182,False
GO_0007165_P_signal_transduction,44,123,0.13002114164904863,3,27,5.590909090909091,0.6944367501185682,False
GO_0015940_P_pantothenate_biosynthetic_process,9,14,0.3888888888888889,2,5,3.111111111111111,0.8148148148148148,False
GO_0032297_P_negative_regulation_of_DNA-templated_DNA_replication_initiation,2,1,1.0,1,2,1.0,0.0,True
GO_0015385_F_sodium_proton_antiporter_activity,7,9,0.42857142857142855,2,5,2.5714285714285716,0.619047619047619,False
GO_0006974_P_DNA_damage_response,24,27,0.09782608695652174,4,14,2.25,0.35694444444444445,False
GO_0033698_C_Rpd3L_complex,6,15,1.0,1,6,5.0,1.0,True
GO_0031097_C_medial_cortex,5,8,0.8,1,5,3.2,0.8666666666666666,False
GO_0141221_F_histone_deacetylase_activity_hydrolytic_mechanism,2,1,1.0,1,2,1.0,0.0,True
GO_0000132_P_establishment_of_mitotic_spindle_orientation,5,7,0.7,1,5,2.8,0.7666666666666666,False
GO_0017102_C_methionyl_glutamyl_tRNA_synthetase_complex,3,3,1.0,1,3,2.0,1.0,True
GO_0043171_P_peptide_catabolic_process,2,1,1.0,1,2,1.0,0.0,True
GO_1900443_P_regulation_of_filamentous_growth_of_a_population_of_unicellular_organisms_in_response_to_biotic_stimulus,8,7,0.25,2,6,1.75,0.20833333333333331,False
GO_0042759_P_long-chain_fatty_acid_biosynthetic_process,2,1,1.0,1,2,1.0,0.0,True
GO_0032196_P_transposition,2,1,1.0,1,2,1.0,0.0,True
GO_0043023_F_ribosomal_large_subunit_binding,2,1,1.0,1,2,1.0,0.0,True
GO_0035539_F_8-oxo-7_8-dihydrodeoxyguanosine_triphosphate_pyrophosphatase_activity,2,1,1.0,1,2,1.0,0.0,True
GO_0000045_P_autophagosome_assembly,9,9,0.25,2,7,2.0,0.24074074074074078,False
GO_0018618_F_anthranilate_1_2-dioxygenase_deaminating_decarboxylating_activity,2,1,1.0,1,2,1.0,0.0,True
GO_0016114_P_terpenoid_biosynthetic_process,10,21,0.4666666666666667,2,6,4.2,1.0,False
GO_0070330_F_aromatase_activity,2,1,1.0,1,2,1.0,0.0,True
GO_0031564_P_transcription_antitermination,4,6,1.0,1,4,3.0,1.0,True
GO_0006361_P_transcription_initiation_at_RNA_polymerase_I_promoter,10,43,0.9555555555555556,1,10,8.6,0.9611111111111112,False
GO_0042981_P_regulation_of_apoptotic_process,3,3,1.0,1,3,2.0,1.0,True
GO_0000226_P_microtubule_cytoskeleton_organization,4,4,0.6666666666666666,1,4,2.0,0.5833333333333333,False
GO_0005953_C_CAAX-protein_geranylgeranyltransferase_complex,2,1,1.0,1,2,1.0,0.0,True
GO_0061509_P_asymmetric_protein_localization_to_old_mitotic_spindle_pole_body,2,1,1.0,1,2,1.0,0.0,True
GO_1990281_C_efflux_pump_complex,3,3,1.0,1,3,2.0,1.0,True
GO_0030091_P_protein_repair,4,2,0.3333333333333333,2,2,1.0,0.0,False
GO_0006432_P_phenylalanyl-tRNA_aminoacylation,5,4,0.4,2,3,1.6,0.6,False
GO_1990825_F_sequence-specific_mRNA_binding,11,54,0.9818181818181818,1,11,9.818181818181818,0.9818181818181819,False
GO_0051014_P_actin_filament_severing,2,1,1.0,1,2,1.0,0.0,True
GO_0060988_P_lipid_tube_assembly,3,3,1.0,1,3,2.0,1.0,True
GO_0097038_C_perinuclear_endoplasmic_reticulum,3,2,0.6666666666666666,1,3,1.3333333333333333,0.0,False
GO_0030337_F_DNA_polymerase_processivity_factor_activity,2,1,1.0,1,2,1.0,0.0,True
GO_0031521_C_spitzenkorper,6,15,1.0,1,6,5.0,1.0,True
GO_0016192_P_vesicle-mediated_transport,12,20,0.30303030303030304,1,12,3.3333333333333335,0.4583333333333333,False
GO_0030008_C_TRAPP_complex,2,1,1.0,1,2,1.0,0.0,True
GO_0005697_C_telomerase_holoenzyme_complex,3,3,1.0,1,3,2.0,1.0,True
GO_0036168_P_filamentous_growth_of_a_population_of_unicellular_organisms_in_response_to_heat,11,14,0.2545454545454545,1,11,2.5454545454545454,0.2424242424242424,False
GO_0009231_P_riboflavin_biosynthetic_process,12,28,0.42424242424242425,2,8,4.666666666666667,0.9174603174603173,False
GO_0015188_F_L-isoleucine_transmembrane_transporter_activity,2,1,1.0,1,2,1.0,0.0,True
GO_0005546_F_phosphatidylinositol-4_5-bisphosphate_binding,2,1,1.0,1,2,1.0,0.0,True
GO_0000839_C_Hrd1p_ubiquitin_ligase_ERAD-L_complex,2,1,1.0,1,2,1.0,0.0,True
GO_0071972_F_peptidoglycan_L_D-transpeptidase_activity,6,3,0.2,3,2,1.0,0.0,False
GO_0008033_P_tRNA_processing,17,24,0.17647058823529413,4,5,2.823529411764706,0.6666666666666665,False
GO_0034388_C_Pwp2p-containing_subcomplex_of_90S_preribosome,6,14,0.9333333333333333,1,6,4.666666666666667,0.9333333333333332,False
GO_0004644_F_phosphoribosylglycinamide_formyltransferase_activity,2,1,1.0,1,2,1.0,0.0,True
GO_0008887_F_glycerate_kinase_activity,2,1,1.0,1,2,1.0,0.0,True
GO_0030690_C_Noc1p-Noc2p_complex,2,1,1.0,1,2,1.0,0.0,True
GO_0033660_P_symbiont-mediated_suppression_of_host_resistance_gene-dependent_defense_response,3,2,0.6666666666666666,1,3,1.3333333333333333,0.0,False
GO_0000435_P_positive_regulation_of_transcription_from_RNA_polymerase_II_promoter_by_galactose,2,1,1.0,1,2,1.0,0.0,True
GO_0006898_P_receptor-mediated_endocytosis,2,1,1.0,1,2,1.0,0.0,True
GO_0004497_F_monooxygenase_activity,6,4,0.26666666666666666,2,4,1.3333333333333333,0.0,False
GO_0035527_F_3-hydroxypropionate_dehydrogenase_NADP_activity,2,1,1.0,1,2,1.0,0.0,True
GO_0002143_P_tRNA_wobble_position_uridine_thiolation,7,11,0.5238095238095238,2,5,3.142857142857143,0.7142857142857143,False
GO_0019568_P_arabinose_catabolic_process,2,1,1.0,1,2,1.0,0.0,True
GO_0003998_F_acylphosphatase_activity,2,1,1.0,1,2,1.0,0.0,True
GO_0000107_F_imidazoleglycerol-phosphate_synthase_activity,2,1,1.0,1,2,1.0,0.0,True
GO_1990918_P_double-strand_break_repair_involved_in_meiotic_recombination,2,1,1.0,1,2,1.0,0.0,True
GO_0009225_P_nucleotide-sugar_metabolic_process,2,1,1.0,1,2,1.0,0.0,True
GO_0030267_F_glyoxylate_reductase_NADPH_activity,2,1,1.0,1,2,1.0,0.0,True
GO_0031670_P_cellular_response_to_nutrient,2,1,1.0,1,2,1.0,0.0,True
GO_0000010_F_heptaprenyl_diphosphate_synthase_activity,2,1,1.0,1,2,1.0,0.0,True
GO_0000184_P_nuclear-transcribed_mRNA_catabolic_process_nonsense-mediated_decay,4,3,0.5,1,4,1.5,0.0,False
GO_0030686_C_90S_preribosome,9,29,0.8055555555555556,1,9,6.444444444444445,0.9232804232804234,False
GO_0003712_F_transcription_coregulator_activity,12,37,0.5606060606060606,2,10,6.166666666666667,0.7113095238095238,False
GO_0004657_F_proline_dehydrogenase_activity,2,1,1.0,1,2,1.0,0.0,True
GO_0051015_F_actin_filament_binding,18,75,0.49019607843137253,1,18,8.333333333333334,0.7031046114379449,False
GO_0030847_P_termination_of_RNA_polymerase_II_transcription_exosome-dependent,2,1,1.0,1,2,1.0,0.0,True
GO_0071264_P_positive_regulation_of_translational_initiation_in_response_to_starvation,2,1,1.0,1,2,1.0,0.0,True
GO_1990904_C_ribonucleoprotein_complex,32,237,0.4778225806451613,2,24,14.8125,0.8225461964655497,False
GO_0019867_C_outer_membrane,3,3,1.0,1,3,2.0,1.0,True
GO_0030100_P_regulation_of_endocytosis,2,1,1.0,1,2,1.0,0.0,True
GO_0003682_F_chromatin_binding,31,105,0.22580645161290322,2,27,6.774193548387097,0.6259405469082888,False
GO_0008360_P_regulation_of_cell_shape,58,561,0.3393829401088929,2,56,19.344827586206897,0.7227772824452833,False
GO_0016036_P_cellular_response_to_phosphate_starvation,3,2,0.6666666666666666,1,3,1.3333333333333333,0.0,False
GO_0008460_F_dTDP-glucose_4_6-dehydratase_activity,2,1,1.0,1,2,1.0,0.0,True
GO_0030833_P_regulation_of_actin_filament_polymerization,7,13,0.6190476190476191,1,7,3.7142857142857144,0.7952380952380952,False
GO_0009847_P_spore_germination,12,53,0.803030303030303,1,12,8.833333333333334,0.8210437710437711,False
GO_0008250_C_oligosaccharyltransferase_complex,3,3,1.0,1,3,2.0,1.0,True
GO_0018578_F_protocatechuate_3_4-dioxygenase_activity,2,1,1.0,1,2,1.0,0.0,True
GO_0061957_C_NVT_complex,2,1,1.0,1,2,1.0,0.0,True
GO_0006123_P_mitochondrial_electron_transport_cytochrome_c_to_oxygen,6,14,0.9333333333333333,1,6,4.666666666666667,0.9333333333333332,False
GO_0019825_F_oxygen_binding,4,2,0.3333333333333333,2,2,1.0,0.0,False
GO_0004146_F_dihydrofolate_reductase_activity,2,1,1.0,1,2,1.0,0.0,True
GO_0042937_F_tripeptide_transmembrane_transporter_activity,2,1,1.0,1,2,1.0,0.0,True
GO_0046168_P_glycerol-3-phosphate_catabolic_process,6,7,0.4666666666666667,2,4,2.3333333333333335,0.6666666666666666,False
GO_0006627_P_protein_processing_involved_in_protein_targeting_to_mitochondrion,4,3,0.5,1,4,1.5,0.0,False
GO_0004825_F_methionine-tRNA_ligase_activity,2,1,1.0,1,2,1.0,0.0,True
GO_0006679_P_glucosylceramide_biosynthetic_process,3,3,1.0,1,3,2.0,1.0,True
GO_0010811_P_positive_regulation_of_cell-substrate_adhesion,30,170,0.39080459770114945,1,30,11.333333333333334,0.6619471547257926,False
GO_1990856_F_methionyl-initiator_methionine_tRNA_binding,2,1,1.0,1,2,1.0,0.0,True
GO_0048205_P_COPI_coating_of_Golgi_vesicle,2,1,1.0,1,2,1.0,0.0,True
GO_0003871_F_5-methyltetrahydropteroyltriglutamate-homocysteine_S-methyltransferase_activity,3,3,1.0,1,3,2.0,1.0,True
GO_0120104_C_mitotic_actomyosin_contractile_ring_proximal_layer,2,1,1.0,1,2,1.0,0.0,True
GO_0097576_P_vacuole_fusion,2,1,1.0,1,2,1.0,0.0,True
GO_0036266_C_Cdc48p-Npl4p-Vms1p_AAA_ATPase_complex,2,1,1.0,1,2,1.0,0.0,True
GO_0051403_P_stress-activated_MAPK_cascade,3,3,1.0,1,3,2.0,1.0,True
GO_0046475_P_glycerophospholipid_catabolic_process,6,5,0.3333333333333333,1,6,1.6666666666666667,0.0,False
GO_0046034_P_ATP_metabolic_process,2,1,1.0,1,2,1.0,0.0,True
GO_0008784_F_alanine_racemase_activity,2,1,1.0,1,2,1.0,0.0,True
GO_0036297_P_interstrand_cross-link_repair,4,4,0.6666666666666666,1,4,2.0,0.5833333333333333,False
GO_0009346_C_ATP-independent_citrate_lyase_complex,2,1,1.0,1,2,1.0,0.0,True
GO_0034728_P_nucleosome_organization,2,1,1.0,1,2,1.0,0.0,True
GO_0016050_P_vesicle_organization,2,1,1.0,1,2,1.0,0.0,True
GO_0009337_C_sulfite_reductase_complex_NADPH_,2,1,1.0,1,2,1.0,0.0,True
GO_1990023_C_mitotic_spindle_midzone,5,9,0.9,1,5,3.6,0.9,False
GO_0044206_P_UMP_salvage,3,3,1.0,1,3,2.0,1.0,True
GO_0009447_P_putrescine_catabolic_process,2,1,1.0,1,2,1.0,0.0,True
GO_0006144_P_purine_nucleobase_metabolic_process,6,5,0.3333333333333333,2,4,1.6666666666666667,0.38888888888888884,False
GO_0006406_P_mRNA_export_from_nucleus,9,14,0.3888888888888889,1,9,3.111111111111111,0.5264550264550265,False
GO_0030198_P_extracellular_matrix_organization,3,2,0.6666666666666666,1,3,1.3333333333333333,0.0,False
GO_0030907_C_MBF_transcription_complex,3,3,1.0,1,3,2.0,1.0,True
GO_0032151_C_mitotic_septin_complex,2,1,1.0,1,2,1.0,0.0,True
GO_0045454_P_cell_redox_homeostasis,25,72,0.24,2,15,5.76,0.5784184704184704,False
GO_0030288_C_outer_membrane-bounded_periplasmic_space,63,178,0.09114183307731695,2,61,5.650793650793651,0.5429951208662692,False
GO_0036424_F_L-phosphoserine_phosphatase_activity,2,1,1.0,1,2,1.0,0.0,True
GO_0005776_C_autophagosome,2,1,1.0,1,2,1.0,0.0,True
GO_0017101_C_aminoacyl-tRNA_synthetase_multienzyme_complex,2,1,1.0,1,2,1.0,0.0,True
GO_0071230_P_cellular_response_to_amino_acid_stimulus,2,1,1.0,1,2,1.0,0.0,True
GO_1990351_C_transporter_complex,4,2,0.3333333333333333,2,2,1.0,0.0,False
GO_0006935_P_chemotaxis,27,195,0.5555555555555556,1,27,14.444444444444445,0.7880976101351209,False
GO_0036178_P_filamentous_growth_of_a_population_of_unicellular_organisms_in_response_to_neutral_pH,43,77,0.08527131782945736,5,30,3.5813953488372094,0.351937984496124,False
GO_0003951_F_NAD_kinase_activity,2,1,1.0,1,2,1.0,0.0,True
GO_0006446_P_regulation_of_translational_initiation,3,3,1.0,1,3,2.0,1.0,True
GO_0008893_F_guanosine-3_5_-bis_diphosphate_3_-diphosphatase_activity,2,1,1.0,1,2,1.0,0.0,True
GO_0010106_P_cellular_response_to_iron_ion_starvation,8,20,0.7142857142857143,1,8,5.0,0.8797619047619047,False
GO_0006611_P_protein_export_from_nucleus,3,3,1.0,1,3,2.0,1.0,True
GO_0030983_F_mismatched_DNA_binding,8,13,0.4642857142857143,2,5,3.25,1.0,False
GO_0006488_P_dolichol-linked_oligosaccharide_biosynthetic_process,15,70,0.6666666666666666,1,15,9.333333333333334,0.8201631701631702,False
GO_2000100_P_regulation_of_establishment_or_maintenance_of_bipolar_cell_polarity_regulating_cell_shape,2,1,1.0,1,2,1.0,0.0,True
GO_0030130_C_clathrin_coat_of_trans-Golgi_network_vesicle,2,1,1.0,1,2,1.0,0.0,True
GO_0046354_P_mannan_biosynthetic_process,10,19,0.4222222222222222,1,10,3.8,0.22714285714285715,False
GO_0005737_C_cytoplasm,1122,7481,0.01189573226095239,4,649,13.33511586452763,0.31924170016251263,False
GO_0097373_C_MCM_core_complex,3,3,1.0,1,3,2.0,1.0,True
GO_0030295_F_protein_kinase_activator_activity,2,1,1.0,1,2,1.0,0.0,True
GO_0000077_P_DNA_damage_checkpoint_signaling,6,8,0.5333333333333333,1,6,2.6666666666666665,0.5833333333333334,False
GO_0061640_P_cytoskeleton-dependent_cytokinesis,7,21,1.0,1,7,6.0,1.0,True
GO_0009366_C_enterobactin_synthetase_complex,2,1,1.0,1,2,1.0,0.0,True
GO_0000460_P_maturation_of_5.8S_rRNA,5,10,1.0,1,5,4.0,1.0,True
GO_0008608_P_attachment_of_spindle_microtubules_to_kinetochore,9,32,0.8888888888888888,1,9,7.111111111111111,0.9365079365079365,False
GO_0036170_P_filamentous_growth_of_a_population_of_unicellular_organisms_in_response_to_starvation,166,410,0.029937933552391383,4,156,4.9397590361445785,0.3082815540008088,False
GO_0046820_F_4-amino-4-deoxychorismate_synthase_activity,2,1,1.0,1,2,1.0,0.0,True
GO_0043165_P_Gram-negative-bacterium-type_cell_outer_membrane_assembly,11,41,0.7454545454545455,1,11,7.454545454545454,0.8234487734487735,False
GO_0000104_F_succinate_dehydrogenase_activity,3,3,1.0,1,3,2.0,1.0,True
GO_0042770_P_signal_transduction_in_response_to_DNA_damage,3,2,0.6666666666666666,1,3,1.3333333333333333,0.0,False
GO_0006825_P_copper_ion_transport,8,13,0.4642857142857143,2,6,3.25,0.6333333333333333,False
GO_0043419_P_urea_catabolic_process,4,4,0.6666666666666666,1,4,2.0,0.5833333333333334,False
GO_0006370_P_7-methylguanosine_mRNA_capping,2,1,1.0,1,2,1.0,0.0,True
GO_0006555_P_methionine_metabolic_process,3,3,1.0,1,3,2.0,1.0,True
GO_0000785_C_chromatin,48,112,0.09929078014184398,2,46,4.666666666666667,0.3636488511488512,False
GO_0010326_F_methionine-oxo-acid_transaminase_activity,2,1,1.0,1,2,1.0,0.0,True
GO_0046513_P_ceramide_biosynthetic_process,6,15,1.0,1,6,5.0,1.0,True
GO_0006532_P_aspartate_biosynthetic_process,2,1,1.0,1,2,1.0,0.0,True
GO_0036267_P_invasive_filamentous_growth,5,4,0.4,2,3,1.6,0.6,False
GO_0070034_F_telomerase_RNA_binding,3,2,0.6666666666666666,1,3,1.3333333333333333,0.0,False
GO_0019509_P_L-methionine_salvage_from_methylthioadenosine,7,21,1.0,1,7,6.0,1.0,True
GO_0006334_P_nucleosome_assembly,8,11,0.39285714285714285,1,8,2.75,0.6708333333333333,False
GO_0022604_P_regulation_of_cell_morphogenesis,2,1,1.0,1,2,1.0,0.0,True
GO_0050839_F_cell_adhesion_molecule_binding,4,4,0.6666666666666666,1,4,2.0,0.5833333333333333,False
GO_0006450_P_regulation_of_translational_fidelity,2,1,1.0,1,2,1.0,0.0,True
GO_0006084_P_acetyl-CoA_metabolic_process,4,2,0.3333333333333333,2,2,1.0,0.0,False
GO_0016024_P_CDP-diacylglycerol_biosynthetic_process,5,4,0.4,2,3,1.6,0.6,False
GO_0036286_C_eisosome_filament,2,1,1.0,1,2,1.0,0.0,True
GO_0042803_F_protein_homodimerization_activity,11,6,0.10909090909090909,5,3,1.0909090909090908,0.0,False
GO_1990429_C_peroxisomal_importomer_complex,4,6,1.0,1,4,3.0,1.0,True
GO_0008113_F_peptide-methionine_S_-S-oxide_reductase_activity,2,1,1.0,1,2,1.0,0.0,True
GO_0019264_P_glycine_biosynthetic_process_from_serine,2,1,1.0,1,2,1.0,0.0,True
GO_0006207_P_de_novo_pyrimidine_nucleobase_biosynthetic_process,16,40,0.3333333333333333,2,9,5.0,0.8043154761904763,False
GO_0042941_P_D-alanine_transmembrane_transport,2,1,1.0,1,2,1.0,0.0,True
GO_0071474_P_cellular_hyperosmotic_response,2,1,1.0,1,2,1.0,0.0,True
GO_0045827_P_negative_regulation_of_isoprenoid_metabolic_process,2,1,1.0,1,2,1.0,0.0,True
GO_0071028_P_nuclear_mRNA_surveillance,3,2,0.6666666666666666,1,3,1.3333333333333333,0.0,False
GO_0003681_F_bent_DNA_binding,2,1,1.0,1,2,1.0,0.0,True
GO_1990961_P_xenobiotic_detoxification_by_transmembrane_export_across_the_plasma_membrane,23,54,0.2134387351778656,3,11,4.695652173913044,0.6314009661835748,False
GO_0008792_F_arginine_decarboxylase_activity,4,2,0.3333333333333333,2,2,1.0,0.0,False
GO_0019679_P_propionate_metabolic_process_methylcitrate_cycle,3,2,0.6666666666666666,1,3,1.3333333333333333,0.0,False
GO_0006564_P_L-serine_biosynthetic_process,8,9,0.32142857142857145,2,5,2.25,0.9166666666666666,False
GO_0005777_C_peroxisome,29,102,0.2512315270935961,1,29,7.0344827586206895,0.4251490846318433,False
GO_0009239_P_enterobactin_biosynthetic_process,6,15,1.0,1,6,5.0,1.0,True
GO_0006166_P_purine_ribonucleoside_salvage,9,11,0.3055555555555556,2,6,2.4444444444444446,0.7222222222222223,False
GO_0006352_P_DNA-templated_transcription_initiation,23,45,0.17786561264822134,2,20,3.9130434782608696,0.6192546583850931,False
GO_0031471_C_ethanolamine_degradation_polyhedral_organelle,2,1,1.0,1,2,1.0,0.0,True
GO_0003725_F_double-stranded_RNA_binding,2,1,1.0,1,2,1.0,0.0,True
GO_0010124_P_phenylacetate_catabolic_process,13,27,0.34615384615384615,2,10,4.153846153846154,0.7025641025641026,False
GO_0031106_P_septin_ring_organization,5,8,0.8,1,5,3.2,0.8666666666666666,False
GO_0004753_F_saccharopine_dehydrogenase_activity,2,1,1.0,1,2,1.0,0.0,True
GO_0000712_P_resolution_of_meiotic_recombination_intermediates,2,1,1.0,1,2,1.0,0.0,True
GO_0005388_F_P-type_calcium_transporter_activity,2,1,1.0,1,2,1.0,0.0,True
GO_0009063_P_amino_acid_catabolic_process,6,5,0.3333333333333333,2,3,1.6666666666666667,0.5,False
GO_0009243_P_O_antigen_biosynthetic_process,2,1,1.0,1,2,1.0,0.0,True
GO_0008793_F_aromatic-amino-acid_transaminase_activity,2,1,1.0,1,2,1.0,0.0,True
GO_0030010_P_establishment_of_cell_polarity,10,20,0.4444444444444444,1,10,4.0,0.7623809523809524,False
GO_0030915_C_Smc5-Smc6_complex,3,3,1.0,1,3,2.0,1.0,True
GO_0006515_P_protein_quality_control_for_misfolded_or_incompletely_synthesized_proteins,6,5,0.3333333333333333,2,3,1.6666666666666667,0.5,False
GO_0051131_P_chaperone-mediated_protein_complex_assembly,4,2,0.3333333333333333,2,2,1.0,0.0,False
GO_0006308_P_DNA_catabolic_process,2,1,1.0,1,2,1.0,0.0,True
GO_0032878_P_regulation_of_establishment_or_maintenance_of_cell_polarity,2,1,1.0,1,2,1.0,0.0,True
GO_0032040_C_small-subunit_processome,47,595,0.5504162812210915,1,47,25.319148936170212,0.7703719281260224,False
GO_0045040_P_protein_insertion_into_mitochondrial_outer_membrane,8,17,0.6071428571428571,1,8,4.25,0.6666666666666666,False
GO_0030289_C_protein_phosphatase_4_complex,2,1,1.0,1,2,1.0,0.0,True
GO_0051664_P_nuclear_pore_localization,2,1,1.0,1,2,1.0,0.0,True
GO_0000164_C_protein_phosphatase_type_1_complex,3,3,1.0,1,3,2.0,1.0,True
GO_0071852_P_fungal-type_cell_wall_organization_or_biogenesis,2,1,1.0,1,2,1.0,0.0,True
GO_0033553_C_rDNA_heterochromatin,2,1,1.0,1,2,1.0,0.0,True
GO_0006104_P_succinyl-CoA_metabolic_process,2,1,1.0,1,2,1.0,0.0,True
